Year,UNIT_MEASURE,Municipality,Sex,AGE,Value
2013,Number,Gornji Vakuf-Uskoplje,M,70-74,308
2013,Number,Gornji Vakuf-Uskoplje,F,70-74,424
2013,Number,Gračanica,Both sexes,70-74,1617
2013,Number,Gračanica,M,70-74,681
2013,Number,Gračanica,F,70-74,936
2013,Number,Gradačac,Both sexes,70-74,1350
2013,Number,Gradačac,M,70-74,599
2013,Number,Gradačac,F,70-74,751
2013,Number,Gradiška,Both sexes,70-74,2391
2013,Number,Gradiška,M,70-74,1059
2013,Number,Gradiška,F,70-74,1332
2013,Number,Grude,Both sexes,70-74,790
2013,Number,Grude,M,70-74,369
2013,Number,Grude,F,70-74,421
2013,Number,Sarajevo - Hadžići,Both sexes,70-74,662
2013,Number,Sarajevo - Hadžići,M,70-74,289
2013,Number,Sarajevo - Hadžići,F,70-74,373
2013,Number,Han Pijesak,Both sexes,70-74,185
2013,Number,Han Pijesak,M,70-74,72
2013,Number,Han Pijesak,F,70-74,113
2013,Number,Sarajevo - Ilidža,Both sexes,70-74,2175
2013,Number,Sarajevo - Ilidža,M,70-74,911
2013,Number,Sarajevo - Ilidža,F,70-74,1264
2013,Number,Sarajevo - Ilijaš,Both sexes,70-74,593
2013,Number,Sarajevo - Ilijaš,M,70-74,218
2013,Number,Sarajevo - Ilijaš,F,70-74,375
2013,Number,Istočna Ilidža,Both sexes,70-74,607
2013,Number,Istočna Ilidža,M,70-74,253
2013,Number,Istočna Ilidža,F,70-74,354
2013,Number,Istočni Drvar,Both sexes,70-74,2
2013,Number,Istočni Drvar,M,70-74,1
2013,Number,Istočni Drvar,F,70-74,1
2013,Number,Istočni Mostar,Both sexes,70-74,24
2013,Number,Istočni Mostar,M,70-74,10
2013,Number,Istočni Mostar,F,70-74,14
2013,Number,Istočni Stari Grad,Both sexes,70-74,77
2013,Number,Istočni Stari Grad,M,70-74,33
2013,Number,Istočni Stari Grad,F,70-74,44
2013,Number,Istočno Novo Sarajevo,Both sexes,70-74,491
2013,Number,Istočno Novo Sarajevo,M,70-74,197
2013,Number,Istočno Novo Sarajevo,F,70-74,294
2013,Number,Jablanica,Both sexes,70-74,342
2013,Number,Jablanica,M,70-74,139
2013,Number,Jablanica,F,70-74,203
2013,Number,Jajce,Both sexes,70-74,991
2013,Number,Jajce,M,70-74,403
2013,Number,Jajce,F,70-74,588
2013,Number,Jezero,Both sexes,70-74,45
2013,Number,Jezero,M,70-74,19
2013,Number,Jezero,F,70-74,26
2013,Number,Kakanj,Both sexes,70-74,1234
2013,Number,Kakanj,M,70-74,559
2013,Number,Kakanj,F,70-74,675
2013,Number,Kalesija,Both sexes,70-74,814
2013,Number,Kalesija,M,70-74,363
2013,Number,Kalesija,F,70-74,451
2013,Number,Kalinovik,Both sexes,70-74,151
2013,Number,Kalinovik,M,70-74,56
2013,Number,Kalinovik,F,70-74,95
2013,Number,Kiseljak,Both sexes,70-74,791
2013,Number,Kiseljak,M,70-74,327
2013,Number,Kiseljak,F,70-74,464
2013,Number,Kladanj,Both sexes,70-74,337
2013,Number,Kladanj,M,70-74,156
2013,Number,Kladanj,F,70-74,181
2013,Number,Ključ,Both sexes,70-74,584
2013,Number,Ključ,M,70-74,255
2013,Number,Ključ,F,70-74,329
2013,Number,Kneževo,Both sexes,70-74,472
2013,Number,Kneževo,M,70-74,213
2013,Number,Kneževo,F,70-74,259
2013,Number,Konjic,Both sexes,70-74,1181
2013,Number,Konjic,M,70-74,521
2013,Number,Konjic,F,70-74,660
2013,Number,Kostajnica,Both sexes,70-74,249
2013,Number,Kostajnica,M,70-74,108
2013,Number,Kostajnica,F,70-74,141
2013,Number,Kotor Varoš,Both sexes,70-74,700
2013,Number,Kotor Varoš,M,70-74,301
2013,Number,Kotor Varoš,F,70-74,399
2013,Number,Kozarska Dubica,Both sexes,70-74,1093
2013,Number,Kozarska Dubica,M,70-74,433
2013,Number,Kozarska Dubica,F,70-74,660
2013,Number,Kreševo,Both sexes,70-74,254
2013,Number,Kreševo,M,70-74,99
2013,Number,Kreševo,F,70-74,155
2013,Number,Krupa Na Uni,Both sexes,70-74,99
2013,Number,Krupa Na Uni,M,70-74,42
2013,Number,Krupa Na Uni,F,70-74,57
2013,Number,Kupres - FBiH,Both sexes,70-74,229
2013,Number,Kupres - FBiH,M,70-74,103
2013,Number,Kupres - FBiH,F,70-74,126
2013,Number,Kupres - RS,Both sexes,70-74,44
2013,Number,Kupres - RS,M,70-74,18
2013,Number,Kupres - RS,F,70-74,26
2013,Number,Laktaši,Both sexes,70-74,1509
2013,Number,Laktaši,M,70-74,687
2013,Number,Laktaši,F,70-74,822
2013,Number,Livno,Both sexes,70-74,1582
2013,Number,Livno,M,70-74,701
2013,Number,Livno,F,70-74,881
2013,Number,Lopare,Both sexes,70-74,720
2013,Number,Lopare,M,70-74,300
2013,Number,Lopare,F,70-74,420
2013,Number,Lukavac,Both sexes,70-74,1739
2013,Number,Lukavac,M,70-74,736
2013,Number,Lukavac,F,70-74,1003
2013,Number,Ljubinje,Both sexes,70-74,162
2013,Number,Ljubinje,M,70-74,68
2013,Number,Ljubinje,F,70-74,94
2013,Number,Ljubuški,Both sexes,70-74,1242
2013,Number,Ljubuški,M,70-74,548
2013,Number,Ljubuški,F,70-74,694
2013,Number,Maglaj,Both sexes,70-74,776
2013,Number,Maglaj,M,70-74,320
2013,Number,Maglaj,F,70-74,456
2013,Number,Milići,Both sexes,70-74,261
2013,Number,Milići,M,70-74,106
2013,Number,Milići,F,70-74,155
2013,Number,Modriča,Both sexes,70-74,1318
2013,Number,Modriča,M,70-74,583
2013,Number,Modriča,F,70-74,735
2013,Number,Mostar,Both sexes,70-74,4493
2013,Number,Mostar,M,70-74,1846
2013,Number,Mostar,F,70-74,2647
2013,Number,Mrkonjić Grad,Both sexes,70-74,797
2013,Number,Mrkonjić Grad,M,70-74,346
2013,Number,Mrkonjić Grad,F,70-74,451
2013,Number,Neum,Both sexes,70-74,178
2013,Number,Neum,M,70-74,83
2013,Number,Neum,F,70-74,95
2013,Number,Nevesinje,Both sexes,70-74,681
2013,Number,Nevesinje,M,70-74,275
2013,Number,Nevesinje,F,70-74,406
2013,Number,Novi Grad,Both sexes,70-74,1247
2013,Number,Novi Grad,M,70-74,542
2013,Number,Novi Grad,F,70-74,705
2013,Number,Sarajevo - Novi Grad,Both sexes,70-74,4430
2013,Number,Sarajevo - Novi Grad,M,70-74,1847
2013,Number,Sarajevo - Novi Grad,F,70-74,2583
2013,Number,Novi Travnik,Both sexes,70-74,693
2013,Number,Novi Travnik,M,70-74,279
2013,Number,Novi Travnik,F,70-74,414
2013,Number,Novo Goražde,Both sexes,70-74,135
2013,Number,Novo Goražde,M,70-74,54
2013,Number,Novo Goražde,F,70-74,81
2013,Number,Sarajevo - Novo Sarajevo,Both sexes,70-74,2634
2013,Number,Sarajevo - Novo Sarajevo,M,70-74,1020
2013,Number,Sarajevo - Novo Sarajevo,F,70-74,1614
2013,Number,Odžak,Both sexes,70-74,940
2013,Number,Odžak,M,70-74,426
2013,Number,Odžak,F,70-74,514
2013,Number,Olovo,Both sexes,70-74,349
2013,Number,Olovo,M,70-74,138
2013,Number,Olovo,F,70-74,211
2013,Number,Orašje,Both sexes,70-74,775
2013,Number,Orašje,M,70-74,313
2013,Number,Orašje,F,70-74,462
2013,Number,Osmaci,Both sexes,70-74,209
2013,Number,Osmaci,M,70-74,95
2013,Number,Osmaci,F,70-74,114
2013,Number,Oštra Luka,Both sexes,70-74,171
2013,Number,Oštra Luka,M,70-74,65
2013,Number,Oštra Luka,F,70-74,106
2013,Number,Pale - FBiH,Both sexes,70-74,52
2013,Number,Pale - FBiH,M,70-74,28
2013,Number,Pale - FBiH,F,70-74,24
2013,Number,Pale - RS,Both sexes,70-74,962
2013,Number,Pale - RS,M,70-74,394
2013,Number,Pale - RS,F,70-74,568
2013,Number,Pelagićevo,Both sexes,70-74,341
2013,Number,Pelagićevo,M,70-74,141
2013,Number,Pelagićevo,F,70-74,200
2013,Number,Petrovac,Both sexes,70-74,25
2013,Number,Petrovac,M,70-74,9
2013,Number,Petrovac,F,70-74,16
2013,Number,Petrovo,Both sexes,70-74,425
2013,Number,Petrovo,M,70-74,180
2013,Number,Petrovo,F,70-74,245
2013,Number,Posušje,Both sexes,70-74,669
2013,Number,Posušje,M,70-74,309
2013,Number,Posušje,F,70-74,360
2013,Number,Prijedor,Both sexes,70-74,4134
2013,Number,Prijedor,M,70-74,1730
2013,Number,Prijedor,F,70-74,2404
2013,Number,Prnjavor,Both sexes,70-74,2047
2013,Number,Prnjavor,M,70-74,918
2013,Number,Prnjavor,F,70-74,1129
2013,Number,Prozor,Both sexes,70-74,530
2013,Number,Prozor,M,70-74,232
2013,Number,Prozor,F,70-74,298
2013,Number,Ravno,Both sexes,70-74,173
2013,Number,Ravno,M,70-74,90
2013,Number,Ravno,F,70-74,83
2013,Number,Ribnik,Both sexes,70-74,372
2013,Number,Ribnik,M,70-74,153
2013,Number,Ribnik,F,70-74,219
2013,Number,Rogatica,Both sexes,70-74,601
2013,Number,Rogatica,M,70-74,263
2013,Number,Rogatica,F,70-74,338
2013,Number,Rudo,Both sexes,70-74,446
2013,Number,Rudo,M,70-74,198
2013,Number,Rudo,F,70-74,248
2013,Number,Sanski Most,Both sexes,70-74,1403
2013,Number,Sanski Most,M,70-74,604
2013,Number,Sanski Most,F,70-74,799
2013,Number,Sapna,Both sexes,70-74,278
2013,Number,Sapna,M,70-74,117
2013,Number,Sapna,F,70-74,161
2013,Number,Sokolac,Both sexes,70-74,546
2013,Number,Sokolac,M,70-74,249
2013,Number,Sokolac,F,70-74,297
2013,Number,Srbac,Both sexes,70-74,997
2013,Number,Srbac,M,70-74,459
2013,Number,Srbac,F,70-74,538
2013,Number,Srebrenica,Both sexes,70-74,472
2013,Number,Srebrenica,M,70-74,167
2013,Number,Srebrenica,F,70-74,305
2013,Number,Srebrenik,Both sexes,70-74,1259
2013,Number,Srebrenik,M,70-74,548
2013,Number,Srebrenik,F,70-74,711
2013,Number,Sarajevo - Stari Grad,Both sexes,70-74,1568
2013,Number,Sarajevo - Stari Grad,M,70-74,635
2013,Number,Sarajevo - Stari Grad,F,70-74,933
2013,Number,Stolac,Both sexes,70-74,578
2013,Number,Stolac,M,70-74,243
2013,Number,Stolac,F,70-74,335
2013,Number,Šamac,Both sexes,70-74,986
2013,Number,Šamac,M,70-74,417
2013,Number,Šamac,F,70-74,569
2013,Number,Šekovići,Both sexes,70-74,281
2013,Number,Šekovići,M,70-74,123
2013,Number,Šekovići,F,70-74,158
2013,Number,Šipovo,Both sexes,70-74,423
2013,Number,Šipovo,M,70-74,176
2013,Number,Šipovo,F,70-74,247
2013,Number,Široki Brijeg,Both sexes,70-74,1227
2013,Number,Široki Brijeg,M,70-74,535
2013,Number,Široki Brijeg,F,70-74,692
2013,Number,Teočak,Both sexes,70-74,224
2013,Number,Teočak,M,70-74,96
2013,Number,Teočak,F,70-74,128
2013,Number,Teslić,Both sexes,70-74,1870
2013,Number,Teslić,M,70-74,780
2013,Number,Teslić,F,70-74,1090
2013,Number,Tešanj,Both sexes,70-74,1134
2013,Number,Tešanj,M,70-74,507
2013,Number,Tešanj,F,70-74,627
2013,Number,Tomislavgrad,Both sexes,70-74,1276
2013,Number,Tomislavgrad,M,70-74,573
2013,Number,Tomislavgrad,F,70-74,703
2013,Number,Travnik,Both sexes,70-74,1881
2013,Number,Travnik,M,70-74,803
2013,Number,Travnik,F,70-74,1078
2013,Number,Trebinje,Both sexes,70-74,1365
2013,Number,Trebinje,M,70-74,583
2013,Number,Trebinje,F,70-74,782
2013,Number,Trnovo - FBiH,Both sexes,70-74,113
2013,Number,Trnovo - FBiH,M,70-74,52
2013,Number,Trnovo - FBiH,F,70-74,61
2013,Number,Trnovo - RS,Both sexes,70-74,122
2013,Number,Trnovo - RS,M,70-74,46
2013,Number,Trnovo - RS,F,70-74,76
2013,Number,Tuzla,Both sexes,70-74,4824
2013,Number,Tuzla,M,70-74,1996
2013,Number,Tuzla,F,70-74,2828
2013,Number,Ugljevik,Both sexes,70-74,675
2013,Number,Ugljevik,M,70-74,303
2013,Number,Ugljevik,F,70-74,372
2013,Number,Usora,Both sexes,70-74,321
2013,Number,Usora,M,70-74,125
2013,Number,Usora,F,70-74,196
2013,Number,Vareš,Both sexes,70-74,514
2013,Number,Vareš,M,70-74,191
2013,Number,Vareš,F,70-74,323
2013,Number,Velika Kladuša,Both sexes,70-74,1141
2013,Number,Velika Kladuša,M,70-74,474
2013,Number,Velika Kladuša,F,70-74,667
2013,Number,Visoko,Both sexes,70-74,1431
2013,Number,Visoko,M,70-74,649
2013,Number,Visoko,F,70-74,782
2013,Number,Višegrad,Both sexes,70-74,575
2013,Number,Višegrad,M,70-74,235
2013,Number,Višegrad,F,70-74,340
2013,Number,Vitez,Both sexes,70-74,841
2013,Number,Vitez,M,70-74,332
2013,Number,Vitez,F,70-74,509
2013,Number,Vlasenica,Both sexes,70-74,343
2013,Number,Vlasenica,M,70-74,134
2013,Number,Vlasenica,F,70-74,209
2013,Number,Sarajevo - Vogošća,Both sexes,70-74,721
2013,Number,Sarajevo - Vogošća,M,70-74,310
2013,Number,Sarajevo - Vogošća,F,70-74,411
2013,Number,Vukosavlje,Both sexes,70-74,242
2013,Number,Vukosavlje,M,70-74,114
2013,Number,Vukosavlje,F,70-74,128
2013,Number,Zavidovići,Both sexes,70-74,1028
2013,Number,Zavidovići,M,70-74,463
2013,Number,Zavidovići,F,70-74,565
2013,Number,Zenica,Both sexes,70-74,3858
2013,Number,Zenica,M,70-74,1646
2013,Number,Zenica,F,70-74,2212
2013,Number,Zvornik,Both sexes,70-74,2025
2013,Number,Zvornik,M,70-74,853
2013,Number,Zvornik,F,70-74,1172
2013,Number,Žepče,Both sexes,70-74,891
2013,Number,Žepče,M,70-74,370
2013,Number,Žepče,F,70-74,521
2013,Number,Živinice,Both sexes,70-74,1513
2013,Number,Živinice,M,70-74,682
2013,Number,Živinice,F,70-74,831
2013,Number,Banja Luka,Both sexes,75-79,6357
2013,Number,Banja Luka,M,75-79,2649
2013,Number,Banja Luka,F,75-79,3708
2013,Number,Banovići,Both sexes,75-79,418
2013,Number,Banovići,M,75-79,157
2013,Number,Banovići,F,75-79,261
2013,Number,Berkovići,Both sexes,75-79,130
2013,Number,Berkovići,M,75-79,57
2013,Number,Berkovići,F,75-79,73
2013,Number,Bihać,Both sexes,75-79,1673
2013,Number,Bihać,M,75-79,644
2013,Number,Bihać,F,75-79,1029
2013,Number,Bijeljina,Both sexes,75-79,4256
2013,Number,Bijeljina,M,75-79,1803
2013,Number,Bijeljina,F,75-79,2453
2013,Number,Bileća,Both sexes,75-79,453
2013,Number,Bileća,M,75-79,184
2013,Number,Bileća,F,75-79,269
2013,Number,Bosanska Krupa,Both sexes,75-79,695
2013,Number,Bosanska Krupa,M,75-79,275
2013,Number,Bosanska Krupa,F,75-79,420
2013,Number,Bosanski Petrovac,Both sexes,75-79,489
2013,Number,Bosanski Petrovac,M,75-79,201
2013,Number,Bosanski Petrovac,F,75-79,288
2013,Number,Bosansko Grahovo,Both sexes,75-79,214
2013,Number,Bosansko Grahovo,M,75-79,93
2013,Number,Bosansko Grahovo,F,75-79,121
2013,Number,Bratunac,Both sexes,75-79,534
2013,Number,Bratunac,M,75-79,172
2013,Number,Bratunac,F,75-79,362
2013,Number,Brčko,Both sexes,75-79,2863
2013,Number,Brčko,M,75-79,1143
2013,Number,Brčko,F,75-79,1720
2013,Number,Breza,Both sexes,75-79,396
2013,Number,Breza,M,75-79,168
2013,Number,Breza,F,75-79,228
2013,Number,Brod,Both sexes,75-79,591
2013,Number,Brod,M,75-79,213
2013,Number,Brod,F,75-79,378
2013,Number,Bugojno,Both sexes,75-79,843
2013,Number,Bugojno,M,75-79,348
2013,Number,Bugojno,F,75-79,495
2013,Number,Busovača,Both sexes,75-79,433
2013,Number,Busovača,M,75-79,201
2013,Number,Busovača,F,75-79,232
2013,Number,Bužim,Both sexes,75-79,284
2013,Number,Bužim,M,75-79,124
2013,Number,Bužim,F,75-79,160
2013,Number,Cazin,Both sexes,75-79,1116
2013,Number,Cazin,M,75-79,438
2013,Number,Cazin,F,75-79,678
2013,Number,Sarajevo - Centar,Both sexes,75-79,2282
2013,Number,Sarajevo - Centar,M,75-79,919
2013,Number,Sarajevo - Centar,F,75-79,1363
2013,Number,Čajniče,Both sexes,75-79,229
2013,Number,Čajniče,M,75-79,87
2013,Number,Čajniče,F,75-79,142
2013,Number,Čapljina,Both sexes,75-79,1115
2013,Number,Čapljina,M,75-79,447
2013,Number,Čapljina,F,75-79,668
2013,Number,Čelić,Both sexes,75-79,369
2013,Number,Čelić,M,75-79,150
2013,Number,Čelić,F,75-79,219
2013,Number,Čelinac,Both sexes,75-79,497
2013,Number,Čelinac,M,75-79,190
2013,Number,Čelinac,F,75-79,307
2013,Number,Čitluk,Both sexes,75-79,710
2013,Number,Čitluk,M,75-79,309
2013,Number,Čitluk,F,75-79,401
2013,Number,Derventa,Both sexes,75-79,1212
2013,Number,Derventa,M,75-79,472
2013,Number,Derventa,F,75-79,740
2013,Number,Doboj,Both sexes,75-79,2937
2013,Number,Doboj,M,75-79,1170
2013,Number,Doboj,F,75-79,1767
2013,Number,Doboj-Istok,Both sexes,75-79,251
2013,Number,Doboj-Istok,M,75-79,114
2013,Number,Doboj-Istok,F,75-79,137
2013,Number,Doboj-Jug,Both sexes,75-79,73
2013,Number,Doboj-Jug,M,75-79,28
2013,Number,Doboj-Jug,F,75-79,45
2013,Number,Dobretići,Both sexes,75-79,50
2013,Number,Dobretići,M,75-79,25
2013,Number,Dobretići,F,75-79,25
2013,Number,Domaljevac-Šamac,Both sexes,75-79,149
2013,Number,Domaljevac-Šamac,M,75-79,58
2013,Number,Domaljevac-Šamac,F,75-79,91
2013,Number,Donji Vakuf,Both sexes,75-79,306
2013,Number,Donji Vakuf,M,75-79,128
2013,Number,Donji Vakuf,F,75-79,178
2013,Number,Donji Žabar,Both sexes,75-79,191
2013,Number,Donji Žabar,M,75-79,82
2013,Number,Donji Žabar,F,75-79,109
2013,Number,Drvar,Both sexes,75-79,563
2013,Number,Drvar,M,75-79,220
2013,Number,Drvar,F,75-79,343
2013,Number,Foča - FBiH,Both sexes,75-79,121
2013,Number,Foča - FBiH,M,75-79,46
2013,Number,Foča - FBiH,F,75-79,75
2013,Number,Foča - RS,Both sexes,75-79,897
2013,Number,Foča - RS,M,75-79,380
2013,Number,Foča - RS,F,75-79,517
2013,Number,Fojnica,Both sexes,75-79,340
2013,Number,Fojnica,M,75-79,144
2013,Number,Fojnica,F,75-79,196
2013,Number,Gacko,Both sexes,75-79,356
2013,Number,Gacko,M,75-79,142
2013,Number,Gacko,F,75-79,214
2013,Number,Glamoč,Both sexes,75-79,250
2013,Number,Glamoč,M,75-79,110
2013,Number,Glamoč,F,75-79,140
2013,Number,Goražde,Both sexes,75-79,859
2013,Number,Goražde,M,75-79,370
2013,Number,Goražde,F,75-79,489
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,75-79,467
2013,Number,Gornji Vakuf-Uskoplje,M,75-79,212
2013,Number,Gornji Vakuf-Uskoplje,F,75-79,255
2013,Number,Gračanica,Both sexes,75-79,1095
2013,Number,Gračanica,M,75-79,463
2013,Number,Gračanica,F,75-79,632
2013,Number,Gradačac,Both sexes,75-79,1048
2013,Number,Gradačac,M,75-79,434
2013,Number,Gradačac,F,75-79,614
2013,Number,Gradiška,Both sexes,75-79,2096
2013,Number,Gradiška,M,75-79,821
2013,Number,Gradiška,F,75-79,1275
2013,Number,Grude,Both sexes,75-79,711
2013,Number,Grude,M,75-79,267
2013,Number,Grude,F,75-79,444
2013,Number,Sarajevo - Hadžići,Both sexes,75-79,602
2013,Number,Sarajevo - Hadžići,M,75-79,240
2013,Number,Sarajevo - Hadžići,F,75-79,362
2013,Number,Han Pijesak,Both sexes,75-79,221
2013,Number,Han Pijesak,M,75-79,77
2013,Number,Han Pijesak,F,75-79,144
2013,Number,Sarajevo - Ilidža,Both sexes,75-79,1853
2013,Number,Sarajevo - Ilidža,M,75-79,775
2013,Number,Sarajevo - Ilidža,F,75-79,1078
2013,Number,Sarajevo - Ilijaš,Both sexes,75-79,513
2013,Number,Sarajevo - Ilijaš,M,75-79,220
2013,Number,Sarajevo - Ilijaš,F,75-79,293
2013,Number,Istočna Ilidža,Both sexes,75-79,558
2013,Number,Istočna Ilidža,M,75-79,227
2013,Number,Istočna Ilidža,F,75-79,331
2013,Number,Istočni Drvar,Both sexes,75-79,2
2013,Number,Istočni Drvar,M,75-79,1
2013,Number,Istočni Drvar,F,75-79,1
2013,Number,Istočni Mostar,Both sexes,75-79,21
2013,Number,Istočni Mostar,M,75-79,8
2013,Number,Istočni Mostar,F,75-79,13
2013,Number,Istočni Stari Grad,Both sexes,75-79,84
2013,Number,Istočni Stari Grad,M,75-79,33
2013,Number,Istočni Stari Grad,F,75-79,51
2013,Number,Istočno Novo Sarajevo,Both sexes,75-79,404
2013,Number,Istočno Novo Sarajevo,M,75-79,155
2013,Number,Istočno Novo Sarajevo,F,75-79,249
2013,Number,Jablanica,Both sexes,75-79,300
2013,Number,Jablanica,M,75-79,109
2013,Number,Jablanica,F,75-79,191
2013,Number,Jajce,Both sexes,75-79,759
2013,Number,Jajce,M,75-79,332
2013,Number,Jajce,F,75-79,427
2013,Number,Jezero,Both sexes,75-79,44
2013,Number,Jezero,M,75-79,19
2013,Number,Jezero,F,75-79,25
2013,Number,Kakanj,Both sexes,75-79,936
2013,Number,Kakanj,M,75-79,401
2013,Number,Kakanj,F,75-79,535
2013,Number,Kalesija,Both sexes,75-79,533
2013,Number,Kalesija,M,75-79,206
2013,Number,Kalesija,F,75-79,327
2013,Number,Kalinovik,Both sexes,75-79,136
2013,Number,Kalinovik,M,75-79,53
2013,Number,Kalinovik,F,75-79,83
2013,Number,Kiseljak,Both sexes,75-79,606
2013,Number,Kiseljak,M,75-79,271
2013,Number,Kiseljak,F,75-79,335
2013,Number,Kladanj,Both sexes,75-79,290
2013,Number,Kladanj,M,75-79,119
2013,Number,Kladanj,F,75-79,171
2013,Number,Ključ,Both sexes,75-79,501
2013,Number,Ključ,M,75-79,222
2013,Number,Ključ,F,75-79,279
2013,Number,Kneževo,Both sexes,75-79,347
2013,Number,Kneževo,M,75-79,131
2013,Number,Kneževo,F,75-79,216
2013,Number,Konjic,Both sexes,75-79,889
2013,Number,Konjic,M,75-79,367
2013,Number,Konjic,F,75-79,522
2013,Number,Kostajnica,Both sexes,75-79,246
2013,Number,Kostajnica,M,75-79,110
2013,Number,Kostajnica,F,75-79,136
2013,Number,Kotor Varoš,Both sexes,75-79,554
2013,Number,Kotor Varoš,M,75-79,221
2013,Number,Kotor Varoš,F,75-79,333
2013,Number,Kozarska Dubica,Both sexes,75-79,1250
2013,Number,Kozarska Dubica,M,75-79,496
2013,Number,Kozarska Dubica,F,75-79,754
2013,Number,Kreševo,Both sexes,75-79,193
2013,Number,Kreševo,M,75-79,80
2013,Number,Kreševo,F,75-79,113
2013,Number,Krupa Na Uni,Both sexes,75-79,124
2013,Number,Krupa Na Uni,M,75-79,47
2013,Number,Krupa Na Uni,F,75-79,77
2013,Number,Kupres - FBiH,Both sexes,75-79,210
2013,Number,Kupres - FBiH,M,75-79,95
2013,Number,Kupres - FBiH,F,75-79,115
2013,Number,Kupres - RS,Both sexes,75-79,42
2013,Number,Kupres - RS,M,75-79,17
2013,Number,Kupres - RS,F,75-79,25
2013,Number,Laktaši,Both sexes,75-79,1142
2013,Number,Laktaši,M,75-79,459
2013,Number,Laktaši,F,75-79,683
2013,Number,Livno,Both sexes,75-79,1253
2013,Number,Livno,M,75-79,515
2013,Number,Livno,F,75-79,738
2013,Number,Lopare,Both sexes,75-79,789
2013,Number,Lopare,M,75-79,317
2013,Number,Lopare,F,75-79,472
2013,Number,Lukavac,Both sexes,75-79,1357
2013,Number,Lukavac,M,75-79,580
2013,Number,Lukavac,F,75-79,777
2013,Number,Ljubinje,Both sexes,75-79,171
2013,Number,Ljubinje,M,75-79,60
2013,Number,Ljubinje,F,75-79,111
2013,Number,Ljubuški,Both sexes,75-79,1061
2013,Number,Ljubuški,M,75-79,439
2013,Number,Ljubuški,F,75-79,622
2013,Number,Maglaj,Both sexes,75-79,576
2013,Number,Maglaj,M,75-79,224
2013,Number,Maglaj,F,75-79,352
2013,Number,Milići,Both sexes,75-79,270
2013,Number,Milići,M,75-79,100
2013,Number,Milići,F,75-79,170
2013,Number,Modriča,Both sexes,75-79,1101
2013,Number,Modriča,M,75-79,480
2013,Number,Modriča,F,75-79,621
2013,Number,Mostar,Both sexes,75-79,3887
2013,Number,Mostar,M,75-79,1615
2013,Number,Mostar,F,75-79,2272
2013,Number,Mrkonjić Grad,Both sexes,75-79,823
2013,Number,Mrkonjić Grad,M,75-79,326
2013,Number,Mrkonjić Grad,F,75-79,497
2013,Number,Neum,Both sexes,75-79,201
2013,Number,Neum,M,75-79,91
2013,Number,Neum,F,75-79,110
2013,Number,Nevesinje,Both sexes,75-79,606
2013,Number,Nevesinje,M,75-79,235
2013,Number,Nevesinje,F,75-79,371
2013,Number,Novi Grad,Both sexes,75-79,1161
2013,Number,Novi Grad,M,75-79,447
2013,Number,Novi Grad,F,75-79,714
2013,Number,Sarajevo - Novi Grad,Both sexes,75-79,3664
2013,Number,Sarajevo - Novi Grad,M,75-79,1437
2013,Number,Sarajevo - Novi Grad,F,75-79,2227
2013,Number,Novi Travnik,Both sexes,75-79,581
2013,Number,Novi Travnik,M,75-79,246
2013,Number,Novi Travnik,F,75-79,335
2013,Number,Novo Goražde,Both sexes,75-79,145
2013,Number,Novo Goražde,M,75-79,65
2013,Number,Novo Goražde,F,75-79,80
2013,Number,Sarajevo - Novo Sarajevo,Both sexes,75-79,2731
2013,Number,Sarajevo - Novo Sarajevo,M,75-79,1024
2013,Number,Sarajevo - Novo Sarajevo,F,75-79,1707
2013,Number,Odžak,Both sexes,75-79,748
2013,Number,Odžak,M,75-79,284
2013,Number,Odžak,F,75-79,464
